,anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
391,418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"Ranma ½: Big Trouble in Nekonron, China",らんま 1/2 中国寝崑崙大決戦! 掟やぶりの激闘編!!,7.23,"Adventure, Comedy","All is well at the Tendo residence when from out of nowhere, a Chinese girl named Lychee appears, seeking revenge on Happosai for a broken promise made since her birth. Things get worse when Kirin and the Seven Lucky Gods appear and abduct Akane to take as his wife. Ranma and the gang must travel to Nekonron, China, and save Akane from getting married to Kirin. 

(Source: ANN)",Movie,1.0,"Nov 2, 1991",UNKNOWN,Finished Airing,Fuji TV,VIZ Media,Studio Deen,Manga,1 hr 14 min,PG-13 - Teens 13 or older,2902.0,4425,22,11473.0,21425,https://cdn.myanimelist.net/images/anime/13/76023.jpg
393,420,Spriggan,Spriggan,スプリガン,6.67,"Adventure, Sci-Fi","Long before the era of prehistoric man, an advanced alien species inhabited Earth. Negligent of the power they held, these beings ultimately caused their own demise. However, the aliens left behind a warning to future civilizations on indestructible tablets: to destroy any remains of the ruinous technology created by their kind.

In modern times, the ARCAM Corporation and their paramilitary unit—the Spriggans—seek to seal the relics away and prevent renegade actors from exploiting their powers. Following ARCAM's recent discovery in the Ararat Mountains of what is believed to be the mythic Noah's Ark, Spriggan Yuu Ominae has been dispatched to investigate.

However, the site is ambushed by the US Machine Corps—a radical faction of the Department of Defense led by Colonel MacDougall. On the Pentagon's orders, MacDougall seeks to secure ARCAM's lead scientist and seize the artifact. Teamed up with fellow Spriggan Jean Jacquemondo, Yuu must stop MacDougall and the Machine Corps' elite soldiers from advancing on the Ark before it is too late.",Movie,1.0,"Sep 5, 1998",UNKNOWN,Finished Airing,"TBS, Nichion, Toho Music",ADV Films,Studio 4°C,Manga,1 hr 30 min,R - 17+ (violence & profanity),5470.0,3624,56,13367.0,32884,https://cdn.myanimelist.net/images/anime/1549/134328.jpg
403,430,Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,劇場版 鋼の錬金術師 シャンバラを征く者,7.52,"Award Winning, Comedy, Drama, Fantasy","In desperation, Edward Elric sacrificed his body and soul to rescue his brother Alphonse, and is now displaced in the heart of Munich, Germany. He struggles to adapt to a world completely foreign to him in the wake of the economic crisis that followed the end of World War I. Isolated and unable to return home with his alchemy skills, Edward continues to research other methods of escaping the prison alongside colleagues who bear striking resemblances to many of the people he left behind. As dissent brews among the German citizenry, its neighbors also feel the unrest of the humiliated nation.

Meanwhile, Alphonse continues to investigate Edward's disappearance, delving into the science of alchemy in the hopes of finally reuniting with his older brother.",Movie,1.0,"Jul 23, 2005",UNKNOWN,Finished Airing,"Aniplex, Square Enix, Shochiku, Mainichi Broadcasting System",Funimation,Bones,Manga,1 hr 44 min,R - 17+ (violence & profanity),1650.0,678,628,202233.0,322398,https://cdn.myanimelist.net/images/anime/1707/94039.jpg
404,431,Howl no Ugoku Shiro,Howl's Moving Castle,ハウルの動く城,8.66,"Adventure, Award Winning, Drama, Fantasy, Romance","That jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... That castle is home to the magnificent wizard Howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in Sophie Hatter's small town. Sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop. 

However, Sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. Unfortunately, this encounter, brief as it may be, spurs the vain and vengeful Witch of the Waste—in a fit of jealousy caused by a past discord with Howl—to put a curse on the maiden, turning her into an old woman.

In an endeavor to return to normal, Sophie must accompany Howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart.",Movie,1.0,"Nov 20, 2004",UNKNOWN,Finished Airing,"d-rights, Tokuma Shoten",Disney Platform Distribution,Studio Ghibli,Novel,1 hr 59 min,G - All Ages,61.0,97,26858,866696.0,1253703,https://cdn.myanimelist.net/images/anime/5/75810.jpg
406,433,"Kumo no Mukou, Yakusoku no Basho",The Place Promised in Our Early Days,雲のむこう、約束の場所,7.45,"Award Winning, Drama, Romance, Sci-Fi","Hiroki Fujisawa and Takuya Shirakawa harbor admiration for two things in their life: their classmate Sayuri Sawatari and the vast Ezo Tower that stands boundlessly across the Tsugaru Strait. Fascinated by the limitless structure beyond their reach, Hiroki and Takuya begin constructing an aeroplane from a fallen drone they discovered—naming it the Bella Ciela—to fulfill their dream of one day reaching the sky-scraping top of the tower. Later joined by the girl they love, Hiroki and Takuya promise Sayuri to fly with her to the seemingly otherworldly top together. However, Japan has suffered a North-South partitioning that has fueled conflict near the base of the tower, which marks the border between the America-controlled Southern islands and the Northern lands occupied by the Soviet Union.

Further along, Sayuri suddenly disappears, and Hiroki and Takuya never see her again. Unbeknownst to them, she fell victim to a sleeping disorder that left her comatose for the past three years. Although Hiroki and Takuya later learn about Sayuri's condition, they also discover that the girl's unconscious state is oddly linked to the same tower the trio had promised to conquer together.",Movie,1.0,"Nov 20, 2004",UNKNOWN,Finished Airing,UNKNOWN,"ADV Films, GKIDS",CoMix Wave Films,Original,1 hr 30 min,PG-13 - Teens 13 or older,1865.0,1060,745,89789.0,211843,https://cdn.myanimelist.net/images/anime/1725/133738.jpg
409,437,Perfect Blue,Perfect Blue,パーフェクトブルー,8.54,"Avant Garde, Drama, Horror","J-pop idol group CHAM! has spent the last two years entertaining its fans. Sadly, all good things must come to an end, and CHAM! must see one of its members, Mima Kirigoe, leave the group to pursue her acting career. While Mima's choice is met with a mixed response, she hopes her fans will continue to support her.

However, Mima's life begins to change drastically after her departure from the group. Wanting to shed her pop-idol image, she takes on a role in a crime drama series, and her career as an actress gradually becomes more demanding and taxing for both Mima and her manager, Rumi Hidaka. To add to Mima's growing unease, an obsessed fan who is incapable of accepting that Mima has quit being an innocent idol, begins stalking her; a new anonymous website begins to impersonate her life with intricate detail; and CHAM! also appears to be doing better without her. One by one, each disturbing development drives Mima to become increasingly unhinged and unable to distinguish reality from fantasy.",Movie,1.0,"Feb 28, 1998",UNKNOWN,Finished Airing,"Rex Entertainment, ONIRO","GKIDS, Manga Entertainment",Madhouse,Novel,1 hr 21 min,R+ - Mild Nudity,106.0,288,17801,349014.0,654258,https://cdn.myanimelist.net/images/anime/1254/134212.jpg
413,441,Shoujo Kakumei Utena: Adolescence Mokushiroku,Revolutionary Girl Utena: The Adolescence of Utena,少女革命ウテナ　アドゥレセンス黙示録,7.64,"Avant Garde, Drama, Fantasy, Girls Love, Romance","All eyes are on Utena Tenjou, a mysterious transfer student to Ohtori Academy. But Utena's eyes seem to be fixed on one familiar face that stands out among the rest—Touga Kiryuu, Utena's childhood friend. Touga knows of Utena's past and possesses knowledge of the Mark of the Rose, a set of unique rings worn by those who compete for the hand of the Rose Bride. The Rose Bride, Himemiya Anthy, belongs to whomever wins her in a duel, and the one that wins all the duels is said to be given the power to bring revolution to the world. Utena is drawn into the duels, but Touga and their complicated history together may end up unraveling everything. Nothing is as it seems in this retelling of the original anime series.",Movie,1.0,"Aug 14, 1999",UNKNOWN,Finished Airing,Audio Tanaka,"Nozomi Entertainment, Central Park Media",J.C.Staff,Original,1 hr 25 min,R+ - Mild Nudity,1288.0,2901,603,25372.0,50422,https://cdn.myanimelist.net/images/anime/1268/107516.jpg
414,442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Naruto the Movie 1: Ninja Clash in the Land of Snow,劇場版　NARUTO　大活劇！雪姫忍法帖だってばよ!!,7.11,"Action, Adventure, Fantasy","Naruto Uzumaki and his squadmates, Sasuke Uchiha and Sakura Haruno, are sent on a mission to escort a movie crew on its way to film in the Land of Snow. They soon find out that they are accompanying a famous actress, Yukie Fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. After a surprising encounter with ninjas from the Land of Snow, Naruto discovers that there is more to Yukie than meets the eye.
 
Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! follows the group as they attempt to overcome the obstacles in the Land of Snow and unveil Yukie's true purpose there as well.",Movie,1.0,"Aug 21, 2004",UNKNOWN,Finished Airing,"Aniplex, Bandai, TV Tokyo Music, Shueisha",VIZ Media,Pierrot,Manga,1 hr 22 min,PG-13 - Teens 13 or older,3493.0,786,283,176117.0,286178,https://cdn.myanimelist.net/images/anime/1231/134484.jpg
421,449,InuYasha Movie 4: Guren no Houraijima,InuYasha the Movie 4: Fire on the Mystic Island,犬夜叉 紅蓮の蓬莱島,7.55,"Action, Adventure, Fantasy, Romance","Hourai is a mysterious island that appears for a limited period once every 50 years. Some say that the isle holds the secret of eternal youth; others believe that it brings disaster to their land. When Inuyasha's group saves a half-demon child from being hunted by a monstrous creature, they learn that her name is Ai and that she fled from Hourai. Surprisingly, the girl is an acquaintance of Inuyasha and begs him to rescue her friends, who are being held prisoner by vicious demons calling themselves the Four War Gods—an enemy Inuyasha remembers well.

Upon reaching Hourai, Ai's guests are horrified to discover that only a handful of orphans still inhabit the island and are destined to become sacrifices to increase the Four War Gods' powers. Furthermore, the victims bear their oppressors' enchanted mark, which prevents them from escaping. Defeating the four demons remains Inuyasha's most viable option, but their superiority in strength will require daring initiatives achievable only by the group's combined teamwork.",Movie,1.0,"Dec 23, 2004",UNKNOWN,Finished Airing,UNKNOWN,VIZ Media,Sunrise,Manga,1 hr 27 min,PG-13 - Teens 13 or older,1553.0,2058,159,48375.0,91029,https://cdn.myanimelist.net/images/anime/1216/94369.jpg
422,450,InuYasha Movie 2: Kagami no Naka no Mugenjo,InuYasha the Movie 2: The Castle Beyond the Looking Glass,犬夜叉 鏡の中の夢幻城,7.67,"Action, Adventure, Fantasy, Romance","Fortune smiles on Inuyasha and his allies when they finally defeat their nemesis Naraku, who has caused them unrelenting hardships. Overjoyed by the long-awaited victory, they all hurry to resume their former lives, unaware that danger still lurks around. Kanna and Kagura, two of Naraku's subordinates, make arrangements to set free a sealed demonic entity that claims to be Kaguya, the legendary Princess of the Heavens.

Although preoccupied with their own endeavors, Inuyasha's group members reunite by a string of unusual coincidences involving Kanna and Kagura along with an inexplicable phenomenon of repeated full-moon nights. Upon realizing that Kaguya is behind the troubling events and that she holds a terrible power, they join forces once more to stop the disastrous fate she has planned for the world.",Movie,1.0,"Dec 21, 2002",UNKNOWN,Finished Airing,"Shogakukan-Shueisha Productions, Yomiuri Telecasting, Toho, Nippon Television Network, Shogakukan, Yomiuri TV Enterprise",VIZ Media,Sunrise,Manga,1 hr 39 min,PG-13 - Teens 13 or older,1208.0,1907,252,56165.0,101964,https://cdn.myanimelist.net/images/anime/1162/92219.jpg
